geoid,name,B02001001,"B02001001, Error",B02001002,"B02001002, Error",B02001003,"B02001003, Error",B02001004,"B02001004, Error",B02001005,"B02001005, Error",B02001006,"B02001006, Error",B02001007,"B02001007, Error",B02001008,"B02001008, Error",B02001009,"B02001009, Error",B02001010,"B02001010, Error"
86000US12534,"12534",17792,731,13323,764,1428,310,87,120,1143,124,0,21,447,244,1364,400,291,216,1073,388
86000US12538,"12538",14066,901,11582,828,894,357,12,16,395,149,5,6,521,239,657,230,151,79,506,209
86000US12540,"12540",9297,962,7474,1096,436,322,0,19,207,121,0,19,447,313,733,333,549,312,184,116
86000US12542,"12542",5490,551,4948,574,98,93,15,32,35,44,0,19,46,67,348,231,267,225,81,59
86000US12543,"12543",3135,48,2144,239,311,125,2,6,0,13,0,13,97,80,581,222,562,223,19,21
86000US12544,"12544",33,54,33,54,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US12545,"12545",4521,277,4066,329,142,82,10,20,101,101,0,13,47,47,155,102,88,78,67,52
86000US12546,"12546",2700,140,2082,248,153,169,99,104,44,39,0,13,178,139,144,123,20,21,124,123
86000US12547,"12547",3277,575,2419,451,290,204,0,13,23,38,0,13,159,199,386,279,136,130,250,259
86000US12548,"12548",1074,417,942,342,0,13,0,13,0,13,0,13,0,13,132,121,123,120,9,14
86000US12549,"12549",10635,1003,7937,986,1185,563,10,18,42,35,0,21,445,268,1016,398,806,396,210,124
86000US12550,"12550",55404,1048,25274,1804,12268,1182,250,181,1119,357,64,100,10684,1767,5745,1006,2775,676,2970,693
86000US12553,"12553",27409,880,16994,1221,4609,755,128,122,1150,491,25,45,2300,737,2203,769,1788,766,415,168
86000US12561,"12561",18136,547,14190,829,1227,363,91,89,515,161,14,26,757,281,1342,311,712,261,630,193
86000US12563,"12563",7691,709,5994,649,748,375,0,19,135,69,7,14,529,228,278,110,200,107,78,48
86000US12564,"12564",7700,451,6028,616,480,281,0,19,111,78,3,9,464,207,614,262,346,216,268,167
86000US12565,"12565",1559,374,1295,330,199,200,0,13,2,9,0,13,0,13,63,76,0,13,63,76
86000US12566,"12566",12407,758,10295,898,513,212,0,21,72,86,0,21,404,197,1123,429,885,413,238,134
86000US12567,"12567",2347,207,2079,206,12,16,0,13,17,21,20,38,46,49,173,102,101,94,72,45
86000US12569,"12569",9603,553,8209,567,251,204,0,19,106,100,0,19,339,171,698,334,376,263,322,189
86000US12570,"12570",6923,675,5445,553,497,332,0,19,314,183,0,19,155,99,512,180,214,128,298,145
86000US12571,"12571",9235,340,8038,393,410,221,4,8,149,74,0,19,58,60,576,193,215,94,361,163
86000US12572,"12572",9287,431,8228,470,214,114,0,19,157,111,1,6,411,249,276,120,168,99,108,80
86000US12574,"12574",293,172,293,172,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US12575,"12575",1584,505,1356,565,35,44,0,13,0,13,0,13,44,85,149,172,149,172,0,13
86000US12577,"12577",1552,453,1283,375,56,45,0,13,0,13,0,13,90,102,123,108,82,100,41,53
86000US12578,"12578",2125,321,1860,301,30,33,0,13,22,23,0,13,60,61,153,105,41,66,112,79
86000US12580,"12580",4556,635,3961,539,170,120,0,13,133,108,20,21,0,13,272,198,205,188,67,55
86000US12581,"12581",2041,366,1547,308,1,3,135,152,46,45,0,13,189,220,123,84,28,32,95,74
86000US12582,"12582",6168,513,4009,553,1218,226,5,8,107,77,0,19,335,140,494,267,292,172,202,179
86000US12583,"12583",1832,237,1714,214,9,13,0,13,32,21,0,13,45,64,32,26,26,25,6,9
86000US12585,"12585",842,243,682,227,9,12,8,11,65,66,0,13,0,13,78,73,52,52,26,42
86000US12586,"12586",12802,742,9031,1062,1259,492,50,83,114,79,19,23,437,292,1892,695,1366,689,526,277
86000US12589,"12589",19584,1499,13479,1262,1726,302,0,21,342,145,0,21,1224,500,2813,944,1587,684,1226,674
86000US12590,"12590",36816,1022,26856,1363,3493,673,61,49,1616,403,0,28,2287,601,2503,510,1589,365,914,337
86000US12592,"12592",1429,392,1176,368,93,90,0,13,8,13,0,13,92,108,60,70,51,67,9,20
86000US12594,"12594",4117,580,3184,538,448,282,0,13,12,20,0,13,279,204,194,156,54,38,140,126
86000US12601,"12601",43623,1371,22740,1508,11964,978,109,75,1175,304,33,55,2599,748,5003,798,2162,523,2841,529
86000US12603,"12603",42215,1372,30196,1284,4727,706,236,180,2334,476,34,32,1802,568,2886,701,1313,494,1573,460
86000US12604,"12604",1978,192,1303,221,138,52,0,13,301,90,5,11,97,41,134,67,37,36,97,54
86000US12701,"12701",12448,497,7192,649,1861,426,131,103,624,166,0,21,1155,510,1485,521,681,410,804,416
86000US12719,"12719",1132,261,948,257,42,66,14,15,14,15,0,13,34,35,80,80,0,13,80,80
86000US12720,"12720",274,260,274,260,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US12721,"12721",7872,811,6302,720,262,272,67,71,99,101,0,19,153,135,989,509,575,444,414,234
86000US12722,"12722",0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US12723,"12723",1776,600,1377,293,236,265,7,32,11,11,5,22,13,25,127,249,58,158,69,111
86000US12724,"12724",78,74,63,70,0,13,0,13,0,13,0,13,9,15,6,10,0,13,6,10
86000US12725,"12725",323,109,250,79,0,13,0,13,9,24,0,13,9,13,55,56,36,45,19,19
86000US12726,"12726",1357,373,1285,371,8,12,0,13,2,3,0,13,22,21,40,32,8,11,32,31
86000US12729,"12729",1382,494,1059,363,239,326,0,13,54,64,0,13,0,13,30,38,0,13,30,38
86000US12732,"12732",830,278,721,267,0,13,0,13,3,6,0,13,17,22,89,74,75,71,14,17
86000US12733,"12733",1996,293,959,265,586,132,0,13,3,6,0,13,317,132,131,91,96,76,35,43
86000US12734,"12734",1016,432,771,370,2,6,10,16,0,13,0,13,233,259,0,13,0,13,0,13
86000US12736,"12736",122,103,106,100,0,13,0,13,0,13,0,13,0,13,16,23,16,23,0,13
86000US12737,"12737",1625,336,1464,349,0,13,0,13,7,15,0,13,44,51,110,87,62,77,48,33
86000US12738,"12738",359,221,244,176,0,13,0,13,0,13,0,13,63,97,52,81,52,81,0,13
86000US12740,"12740",1695,335,1420,276,72,74,0,13,6,11,0,13,125,137,72,71,64,70,8,13
86000US12741,"12741",168,95,117,77,18,18,0,13,0,13,0,13,0,13,33,33,10,17,23,30
86000US12742,"12742",194,149,141,95,1,7,0,13,0,13,0,13,21,38,31,46,31,46,0,13
86000US12743,"12743",310,113,285,107,2,5,0,13,0,13,0,13,0,13,23,28,7,10,16,19
86000US12745,"12745",5,7,5,7,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US12746,"12746",600,230,510,191,0,13,0,13,28,41,0,13,0,13,62,88,0,13,62,88
86000US12747,"12747",2026,575,1530,532,223,202,0,13,92,96,0,13,59,85,122,90,30,51,92,67
86000US12748,"12748",1751,681,1513,649,53,42,0,13,13,21,0,13,25,24,147,112,89,98,58,57
86000US12749,"12749",539,375,539,375,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US12750,"12750",36,31,36,31,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US12751,"12751",1151,300,833,292,196,124,0,13,0,13,0,13,0,13,122,109,0,13,122,109
86000US12752,"12752",302,130,259,137,19,19,0,13,0,13,0,13,20,24,4,6,4,6,0,13
86000US12754,"12754",7800,597,4919,832,737,274,191,150,111,110,0,19,1417,547,425,185,211,120,214,137
86000US12758,"12758",3857,490,3422,514,34,31,0,13,93,52,2,5,0,13,306,215,135,126,171,181
86000US12759,"12759",2145,551,1144,416,688,359,46,52,5,10,0,13,157,249,105,87,46,65,59,56
86000US12760,"12760",425,184,405,182,0,13,0,13,20,24,0,13,0,13,0,13,0,13,0,13
86000US12762,"12762",350,245,325,246,0,13,0,13,0,13,0,13,0,13,25,27,13,20,12,18
86000US12763,"12763",470,168,404,156,23,21,0,13,0,13,0,13,14,24,29,34,19,22,10,18
86000US12764,"12764",1713,242,1512,237,90,67,0,13,32,37,0,13,31,22,48,31,30,29,18,18
86000US12765,"12765",891,282,891,282,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US12766,"12766",658,259,623,251,0,13,0,13,19,23,0,13,0,13,16,27,0,13,16,27
86000US12767,"12767",225,172,225,172,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US12768,"12768",866,263,604,211,26,41,0,13,0,13,0,13,125,163,111,124,80,116,31,35
86000US12769,"12769",363,208,220,136,40,58,0,13,36,47,0,13,0,13,67,90,10,22,57,87
86000US12770,"12770",180,90,178,89,0,13,0,13,0,13,0,13,0,13,2,6,2,6,0,13
86000US12771,"12771",14454,516,10403,841,1010,394,516,358,524,273,0,21,547,328,1454,431,564,284,890,366
86000US12775,"12775",2474,383,1950,405,167,119,4,9,25,30,0,13,213,225,115,68,80,55,35,31
86000US12776,"12776",2072,341,1901,317,16,13,0,13,6,8,0,13,41,38,108,103,67,96,41,37
86000US12777,"12777",846,147,748,145,20,25,3,5,26,20,0,13,9,12,40,38,7,11,33,36
86000US12778,"12778",402,255,391,253,0,13,0,13,0,13,0,13,11,19,0,13,0,13,0,13
86000US12779,"12779",2304,639,944,377,412,303,85,112,0,13,0,13,666,550,197,144,16,25,181,138
86000US12780,"12780",2268,432,1772,346,149,200,0,13,17,27,0,13,11,18,319,186,50,51,269,151
86000US12781,"12781",202,144,202,144,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US12783,"12783",1409,345,1226,338,109,82,0,13,0,13,0,13,46,72,28,27,21,25,7,10
86000US12784,"12784",0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US12785,"12785",1041,616,577,265,119,154,0,13,27,39,0,13,17,21,301,266,0,13,301,266
86000US12786,"12786",568,266,434,214,19,28,0,13,0,13,0,13,83,130,32,53,15,30,17,27
86000US12787,"12787",97,88,85,87,0,13,0,13,0,13,0,13,0,13,12,17,0,13,12,17
86000US12788,"12788",2841,436,1894,374,526,215,16,20,49,65,0,13,158,154,198,118,117,70,81,90
86000US12789,"12789",2336,446,1579,338,114,79,0,13,126,64,0,13,30,40,487,237,191,169,296,171
86000US12790,"12790",4226,558,3608,523,43,45,3,5,199,118,0,13,0,13,373,166,214,141,159,109
86000US12791,"12791",690,429,607,433,0,13,0,13,0,13,0,13,22,33,61,84,53,89,8,15
86000US12792,"12792",167,101,167,101,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US12801,"12801",14754,24,13422,309,475,164,4,7,52,42,0,21,44,40,757,257,220,139,537,189
86000US12803,"12803",8828,509,8350,534,49,43,57,103,30,52,0,19,38,50,304,183,13,17,291,187
86000US12804,"12804",27805,321,25970,486,225,97,31,32,166,114,0,25,220,93,1193,368,791,321,402,207
86000US12808,"12808",201,58,194,57,0,13,0,13,5,13,0,13,0,13,2,4,0,13,2,4
86000US12809,"12809",3612,138,3448,175,10,8,4,8,10,21,0,13,37,65,103,69,27,28,76,62
86000US12810,"12810",537,110,501,103,5,7,0,13,0,13,0,13,1,2,30,24,9,12,21,20
86000US12811,"12811",225,133,224,132,0,13,0,13,0,13,0,13,0,13,1,4,0,13,1,4
86000US12812,"12812",349,193,349,193,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US12814,"12814",1135,225,1128,225,7,14,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US12815,"12815",1099,178,1095,179,0,13,0,13,0,13,0,13,4,5,0,13,0,13,0,13
86000US12816,"12816",4626,325,4377,319,61,42,8,9,46,67,0,13,14,18,120,81,76,71,44,27
86000US12817,"12817",1951,263,1883,268,0,13,0,13,31,41,0,13,14,24,23,23,9,14,14,18
86000US12819,"12819",286,89,266,85,0,13,0,13,0,13,0,13,0,13,20,21,2,4,18,21
86000US12820,"12820",102,89,102,89,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US12821,"12821",2378,159,939,202,1146,112,5,8,35,27,0,13,106,48,147,53,62,40,85,39
86000US12822,"12822",6200,356,6040,355,12,16,4,9,0,19,0,19,34,44,110,80,60,71,50,39
86000US12823,"12823",502,366,480,365,0,13,0,13,9,17,0,13,0,13,13,17,0,13,13,17
86000US12824,"12824",1088,236,1049,241,14,17,0,13,0,13,0,13,0,13,25,28,25,28,0,13
86000US12827,"12827",3673,303,3449,308,26,34,7,11,8,12,23,36,52,54,108,59,54,39,54,42
86000US12828,"12828",9590,731,9164,749,42,42,99,89,26,40,0,19,1,7,258,145,88,85,170,116
86000US12831,"12831",18318,1124,17385,1181,86,82,8,10,211,180,13,23,182,129,433,158,182,107,251,129
86000US12832,"12832",6486,424,6187,427,112,96,6,9,7,12,0,19,5,9,169,106,120,96,49,42
86000US12833,"12833",5233,508,4841,519,28,46,0,19,101,105,0,19,91,108,172,93,35,40,137,82
86000US12834,"12834",6261,459,5867,459,35,48,1,3,84,101,0,19,114,106,160,101,122,92,38,45
86000US12835,"12835",2545,245,2401,256,9,10,3,5,0,13,0,13,22,17,110,88,94,88,16,13
86000US12836,"12836",461,119,441,117,0,13,3,4,0,13,0,13,0,13,17,15,10,12,7,9
86000US12837,"12837",879,363,847,361,0,13,0,13,0,13,0,13,1,2,31,29,30,28,1,2
86000US12838,"12838",721,232,693,232,0,13,0,13,0,13,0,13,0,13,28,26,24,25,4,7
86000US12839,"12839",13764,383,12902,485,42,33,28,27,55,64,0,21,263,219,474,281,317,235,157,110
86000US12841,"12841",95,42,95,42,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US12842,"12842",705,154,650,144,2,4,0,13,1,3,0,13,0,13,52,35,16,17,36,32
86000US12843,"12843",678,153,663,151,10,19,0,13,0,13,0,13,0,13,5,7,5,7,0,13
86000US12844,"12844",293,132,279,129,6,8,0,13,0,13,0,13,3,5,5,6,3,5,2,5
86000US12845,"12845",4573,340,4313,351,55,37,6,8,27,33,0,13,21,26,151,73,53,46,98,57
86000US12846,"12846",3004,90,2960,95,14,19,3,6,0,13,0,13,0,13,27,29,13,19,14,22
86000US12847,"12847",687,141,597,128,15,17,3,5,15,28,0,13,36,36,21,19,0,13,21,19
86000US12849,"12849",425,215,424,215,0,13,0,13,0,13,0,13,1,6,0,13,0,13,0,13
86000US12850,"12850",2729,446,2632,447,62,74,0,13,0,13,0,13,0,13,35,28,16,21,19,15
86000US12851,"12851",319,81,295,78,3,7,8,9,0,13,0,13,0,13,13,12,0,13,13,12
86000US12852,"12852",365,80,334,83,6,10,1,3,9,14,0,13,3,5,12,11,0,13,12,11
86000US12853,"12853",1379,341,1271,314,11,12,0,13,74,84,0,13,0,13,23,22,0,13,23,22
86000US12854,"12854",98,124,98,124,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US12855,"12855",207,67,201,66,0,13,0,13,0,13,0,13,0,13,6,8,5,8,1,2
86000US12856,"12856",313,165,313,165,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US12857,"12857",738,144,721,141,0,13,1,3,4,7,0,13,0,13,12,11,9,12,3,4
86000US12858,"12858",146,71,139,69,0,13,0,13,0,13,2,5,0,13,5,6,0,13,5,6
86000US12859,"12859",1855,474,1728,421,39,53,0,13,0,13,0,13,39,64,49,65,33,52,16,36
86000US12860,"12860",364,136,304,110,3,7,0,13,5,2,0,13,0,13,52,58,2,9,50,58
86000US12861,"12861",556,75,526,71,0,13,0,13,5,6,0,13,4,6,21,17,0,13,21,17
86000US12862,"12862",266,141,222,125,0,13,0,13,0,13,0,13,0,13,44,56,44,56,0,13
86000US12863,"12863",883,396,883,396,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US12864,"12864",9,12,9,12,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US12865,"12865",3448,380,3180,353,99,103,17,26,0,13,0,13,41,39,111,74,22,25,89,66
86000US12866,"12866",38813,1028,34504,1140,1117,289,9,9,989,285,0,28,496,249,1698,368,662,267,1036,269
86000US12870,"12870",1690,279,1634,279,6,10,0,13,0,13,0,13,13,11,37,30,18,25,19,15
86000US12871,"12871",4197,446,3909,433,109,110,0,13,7,8,0,13,116,168,56,48,31,40,25,23
86000US12872,"12872",103,119,103,119,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US12873,"12873",875,257,806,241,6,16,0,13,0,13,0,13,19,34,44,50,0,13,44,50
86000US12874,"12874",155,58,150,56,0,13,0,13,0,13,0,13,0,13,5,10,0,13,5,10
86000US12878,"12878",767,173,707,170,25,22,0,13,9,13,0,13,0,13,26,22,20,20,6,6
86000US12883,"12883",4797,47,4700,68,0,13,0,13,0,13,0,13,10,16,87,49,46,35,41,40
86000US12884,"12884",591,183,525,170,3,4,0,13,0,13,0,13,0,13,63,74,4,6,59,74
86000US12885,"12885",4411,165,4089,209,48,67,0,13,107,73,0,13,0,13,167,87,44,36,123,75
86000US12886,"12886",231,117,190,115,14,28,0,13,0,13,0,13,0,13,27,31,18,29,9,12
86000US12887,"12887",4720,198,4194,280,11,13,3,5,5,9,0,13,47,46,460,194,225,148,235,144
86000US12901,"12901",32431,896,28885,944,1060,223,155,129,880,202,31,39,353,99,1067,267,373,124,694,223
86000US12903,"12903",1705,245,1583,241,5,10,9,18,58,54,0,13,17,26,33,29,0,13,33,29
86000US12910,"12910",1886,256,1611,255,159,66,0,13,22,26,0,13,58,38,36,31,3,6,33,31
86000US12911,"12911",0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US12912,"12912",1809,437,1765,432,0,13,1,2,4,8,0,13,0,13,39,32,10,11,29,29
86000US12913,"12913",1077,235,1040,233,0,13,0,13,0,13,0,13,28,35,9,12,4,9,5,8
86000US12914,"12914",876,314,832,316,0,13,21,16,0,13,0,13,0,13,23,22,0,13,23,22
86000US12915,"12915",58,44,57,44,0,13,0,13,0,13,0,13,0,13,1,4,1,4,0,13
86000US12916,"12916",2375,390,2284,372,0,13,0,13,2,4,0,13,10,16,79,71,55,60,24,30
86000US12917,"12917",1232,233,1115,220,8,15,65,68,1,2,0,13,0,13,43,30,24,24,19,18
86000US12918,"12918",2607,562,2291,527,0,13,0,13,0,13,0,13,199,209,117,85,8,14,109,85
86000US12919,"12919",2716,357,2590,356,24,35,0,13,6,11,0,13,5,10,91,84,19,23,72,79
86000US12920,"12920",2429,309,2214,294,27,20,37,49,10,13,0,13,8,6,133,78,84,68,49,33
86000US12921,"12921",2870,490,2647,474,41,29,0,13,4,11,0,13,1,12,177,121,29,45,148,109
86000US12922,"12922",37,23,36,23,0,13,1,3,0,13,0,13,0,13,0,13,0,13,0,13
86000US12923,"12923",506,150,495,143,0,13,0,13,0,13,0,13,0,13,11,14,9,14,2,3
86000US12924,"12924",325,278,323,282,0,13,0,13,0,13,0,13,0,13,2,7,0,13,2,7
86000US12926,"12926",2325,284,2224,274,13,20,49,39,0,13,0,13,0,13,39,34,0,13,39,34
86000US12927,"12927",295,99,292,99,0,13,0,13,0,13,0,13,0,13,3,4,3,4,0,13
86000US12928,"12928",1869,348,1816,354,4,7,5,7,0,13,0,13,15,26,29,20,9,10,20,16
86000US12929,"12929",3433,267,1640,276,1332,115,14,19,9,18,0,13,386,115,52,37,45,34,7,12
86000US12930,"12930",843,204,721,158,0,13,8,10,3,7,0,13,0,13,111,130,15,20,96,129
86000US12932,"12932",1090,220,995,214,38,33,0,13,0,13,0,13,14,27,43,35,1,3,42,35
86000US12933,"12933",27,28,27,28,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US12934,"12934",1197,212,1116,192,62,88,0,13,0,13,0,13,0,13,19,18,3,5,16,16
86000US12935,"12935",1406,313,1342,298,5,7,0,13,0,13,0,13,5,8,54,39,37,31,17,26
86000US12936,"12936",671,139,649,136,0,13,0,13,0,13,0,13,2,6,20,26,1,3,19,26
86000US12937,"12937",1464,274,1228,251,0,13,166,95,3,5,0,13,27,35,40,34,3,5,37,34
86000US12939,"12939",141,51,139,52,0,13,0,13,0,13,0,13,0,13,2,6,0,13,2,6
86000US12941,"12941",1692,243,1589,233,26,32,3,5,2,6,0,13,44,49,28,34,11,13,17,30
86000US12942,"12942",516,120,504,120,0,13,0,13,7,10,0,13,5,8,0,13,0,13,0,13
86000US12943,"12943",300,117,285,117,0,13,0,13,8,1,0,13,0,13,7,6,3,5,4,5
86000US12944,"12944",3887,649,3736,649,15,23,26,42,12,15,0,13,8,17,90,46,28,27,62,37
86000US12945,"12945",528,242,528,242,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US12946,"12946",4774,261,4481,316,37,27,0,13,25,24,8,15,46,61,177,111,78,73,99,87
86000US12950,"12950",668,145,613,149,26,19,6,10,0,13,0,13,0,13,23,21,0,13,23,21
86000US12952,"12952",265,173,194,121,3,7,0,13,0,13,0,13,15,24,53,68,0,13,53,68
86000US12953,"12953",13323,246,10993,304,1286,176,71,62,16,13,0,21,830,169,127,78,78,73,49,51
86000US12955,"12955",345,112,339,112,0,13,0,13,0,13,0,13,0,13,6,8,0,13,6,8
86000US12956,"12956",1248,462,1142,452,57,28,11,21,0,13,0,13,17,42,21,34,10,17,11,17
86000US12957,"12957",1647,336,1636,335,0,13,1,2,0,13,0,13,0,13,10,16,0,13,10,16
86000US12958,"12958",1829,339,1829,339,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US12959,"12959",1618,314,1608,316,0,13,0,13,0,13,0,13,0,13,10,20,0,13,10,20
86000US12960,"12960",900,411,875,413,5,8,16,18,0,13,0,13,4,14,0,13,0,13,0,13
86000US12961,"12961",97,111,21,43,0,13,0,13,0,13,0,13,76,108,0,13,0,13,0,13
86000US12962,"12962",5051,840,4991,841,12,8,0,19,36,53,0,19,4,8,8,9,3,6,5,9
86000US12964,"12964",96,53,85,47,0,13,0,13,9,14,0,13,2,3,0,13,0,13,0,13
86000US12965,"12965",272,72,258,72,0,13,0,13,11,15,0,13,0,13,3,4,3,4,0,13
86000US12966,"12966",3152,466,3044,454,0,13,2,3,14,19,0,13,33,55,59,58,28,28,31,47
86000US12967,"12967",1226,223,1181,227,1,4,0,13,4,7,0,13,15,20,25,25,24,25,1,2
86000US12969,"12969",219,70,214,70,0,13,3,5,0,13,0,13,0,13,2,4,0,13,2,4
86000US12970,"12970",937,90,845,107,19,21,8,18,52,37,0,13,0,13,13,15,0,13,13,15
86000US12972,"12972",7049,570,6399,657,126,99,0,19,78,77,0,19,133,51,313,217,218,209,95,69
86000US12973,"12973",169,68,165,67,0,13,0,13,4,5,0,13,0,13,0,13,0,13,0,13
86000US12974,"12974",2054,521,1925,518,8,15,4,7,0,13,0,13,7,12,110,81,45,49,65,71
86000US12975,"12975",210,87,182,85,6,11,0,13,6,9,0,13,1,3,15,25,0,13,15,25
86000US12976,"12976",175,60,170,60,0,13,0,13,0,13,0,13,2,9,3,4,0,13,3,4
86000US12977,"12977",1324,53,520,128,660,85,14,19,1,4,0,13,81,50,48,52,18,23,30,42
86000US12978,"12978",256,194,256,194,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US12979,"12979",2534,359,2396,366,6,6,4,10,33,32,0,13,30,42,65,62,10,15,55,59
86000US12980,"12980",1118,168,1022,147,0,13,2,3,0,13,0,13,0,13,94,85,17,19,77,83
86000US12981,"12981",2397,335,2360,339,0,13,14,20,0,13,0,13,0,13,23,33,0,13,23,33
86000US12983,"12983",7336,399,6876,414,203,122,41,38,29,35,0,19,7,8,180,91,65,72,115,56
86000US12985,"12985",915,311,912,311,0,13,0,13,0,13,0,13,0,13,3,7,0,13,3,7
86000US12986,"12986",5356,74,5052,163,151,116,11,17,3,3,0,19,17,21,122,75,70,50,52,45
86000US12987,"12987",152,78,150,77,0,13,0,13,0,13,0,13,0,13,2,4,0,13,2,4
86000US12989,"12989",970,187,900,188,0,13,0,13,9,12,0,13,38,46,23,19,15,19,8,8
86000US12992,"12992",3774,611,3679,602,0,13,0,13,14,25,0,13,0,13,81,68,25,39,56,52
86000US12993,"12993",1634,380,1571,376,10,17,1,2,11,12,0,13,4,11,37,24,14,20,23,16
86000US12996,"12996",1983,368,1816,337,21,27,1,3,0,13,0,13,95,122,50,42,13,21,37,36
86000US12997,"12997",1217,243,1190,243,2,4,7,9,0,13,0,13,6,11,12,15,0,13,12,15
86000US12998,"12998",294,210,282,208,0,13,11,15,0,13,0,13,0,13,1,3,0,13,1,3
86000US13020,"13020",107,36,103,37,0,13,0,13,0,13,0,13,0,13,4,5,4,5,0,13
86000US13021,"13021",37640,370,33487,529,1221,383,68,54,394,187,0,28,497,178,1973,461,699,266,1274,320
86000US13024,"13024",1380,91,379,96,885,103,5,9,0,13,0,13,99,48,12,15,12,15,0,13
86000US13026,"13026",1737,190,1605,192,23,26,7,12,5,7,0,13,64,56,33,27,19,21,14,17
86000US13027,"13027",35432,1011,32343,1170,551,306,201,218,508,262,59,85,163,138,1607,475,935,474,672,233
86000US13028,"13028",809,343,746,328,0,13,0,13,0,13,0,13,0,13,63,70,50,55,13,18
86000US13029,"13029",7878,799,7352,697,0,19,43,87,10,15,0,19,0,19,473,390,153,159,320,359
86000US13030,"13030",4008,735,3603,722,38,48,0,13,85,73,0,13,41,59,241,133,107,73,134,108
86000US13031,"13031",15741,723,14719,768,107,69,3,5,257,174,0,21,110,94,545,187,163,91,382,163
86000US13032,"13032",12902,739,11586,879,269,241,150,71,34,48,0,21,14,16,849,416,631,415,218,102
86000US13033,"13033",3661,352,3487,343,0,13,6,8,22,25,0,13,28,20,118,52,32,27,86,58
86000US13034,"13034",2022,244,1867,240,9,16,1,2,16,20,8,10,40,30,81,51,28,23,53,43
86000US13035,"13035",8476,426,7941,413,183,78,2,4,82,49,0,19,42,39,226,93,130,68,96,53
86000US13036,"13036",9020,636,8760,676,11,13,6,9,3,5,0,19,2,4,238,128,166,110,72,45
86000US13037,"13037",9669,728,8990,754,23,27,33,34,24,30,0,19,46,51,553,255,392,210,161,107
86000US13039,"13039",17033,882,15936,888,171,116,24,40,441,214,0,21,59,51,402,198,106,83,296,173
86000US13040,"13040",2620,312,2542,310,0,13,8,13,0,13,0,13,26,33,44,26,16,10,28,25
86000US13041,"13041",11902,733,10282,895,382,165,4,7,310,210,0,21,0,21,924,398,178,84,746,399
86000US13042,"13042",2012,465,1950,457,0,13,0,13,2,4,0,13,0,13,60,50,26,27,34,41
86000US13044,"13044",3026,393,2686,350,0,13,1,5,0,13,0,13,0,13,339,214,265,210,74,60
86000US13045,"13045",28157,758,25203,787,856,128,30,29,392,92,0,25,521,249,1155,305,398,187,757,224
86000US13051,"13051",37,55,37,55,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US13052,"13052",1763,370,1737,369,0,13,1,2,0,13,0,13,4,4,21,18,7,6,14,16
86000US13053,"13053",4717,392,4137,365,81,59,0,13,183,103,0,13,84,61,232,128,118,105,114,66
86000US13054,"13054",1218,404,1215,404,0,13,3,3,0,13,0,13,0,13,0,13,0,13,0,13
86000US13057,"13057",14329,658,12904,694,369,188,41,55,341,170,28,37,81,64,565,174,84,69,481,157
86000US13060,"13060",2731,406,2407,359,0,13,0,13,50,58,0,13,8,10,266,155,34,45,232,155
86000US13061,"13061",627,119,583,111,40,48,0,13,0,13,0,13,0,13,4,6,0,13,4,6
86000US13062,"13062",212,174,212,174,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US13063,"13063",1696,299,1606,304,0,13,7,9,50,52,0,13,21,32,12,11,12,11,0,13
86000US13065,"13065",222,174,222,174,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US13066,"13066",12752,694,11400,742,275,176,3,5,406,191,0,21,61,43,607,207,251,116,356,155
